sciname,comname,category,value
Chelodina longicollis,Common Snake-necked Turtle,Reptilia,10
Tadorna variegata,Paradise Shelduck,Aves,10
Micropezidae,Stilt-legged Flies,Insecta,10
Banksia integrifolia,Coastal Banksia,Plantae,10
Plumeria,Frangipani trees,Plantae,10
Blaps polychresta,Egyptian Beetle,Insecta,10
Leucinodes cordalis,Poroporo fruit borer,Insecta,10
Mictis profana,Crusader bug,Insecta,10
Vespertilionidae,Evening Bats,Mammalia,10
Xylotrupes australicus,Australian Elephant Beetle,Insecta,10
Passiflora foetida,stinking passionflower,Plantae,10
Psophodes olivaceus,Eastern Whipbird,Aves,10
Rattus rattus,Black Rat,Mammalia,10
Ardea pacifica,White-necked Heron,Aves,10
Allothereua maculata,Australian House Centipede,Animalia,10
Elseyornis melanops,Black-fronted Dotterel,Aves,10
Cryptocheilus bicolor,Orange Spider Wasp,Insecta,10
Kongobatha diademata,Snake Mantis,Insecta,10
Arkys walckenaeri,Walckenaer's Studded Triangular Spider,Arachnida,10
Danaus petilia,Lesser Wanderer,Insecta,10
Cnemaspis,Round-eyed Geckos,Reptilia,10
Elephas maximus maximus,Sri Lankan Elephant,Mammalia,10
Litoria ewingii,Ewing's Tree Frog,Amphibia,10
Corvus macrorhynchos,Large-billed Crow,Aves,10
Cicadidae,Typical Cicadas,Insecta,10
Macropodidae,"Kangaroos, Wallabies and Allies",Mammalia,10
Coprinus comatus,Shaggy Mane,Fungi,10
Ropalidia,Small Brown Paper Wasps,Insecta,10
Mantodea,Mantises,Insecta,10
Oriolus xanthornus,Black-hooded Oriole,Aves,10
Halmus chalybeus,Steelblue Lady Beetle,Insecta,10
Russula,brittlegills,Fungi,10
Anas superciliosa × platyrhynchos,Pacific Black Duck,Aves,10
Carpobrotus,sea figs,Plantae,10
Didymuria violescens,Spur Legged Phasmid,Insecta,9
Taraxacum officinale,common dandelion,Plantae,9
Banksia marginata,Silver Banksia,Plantae,9
Aprosmictus erythropterus,Red-winged Parrot,Aves,9
Talicada nyseus,Red Pierrot,Insecta,9
Myrmecia nigrocincta,Jumping Jack Ant,Insecta,9
Poliocephalus poliocephalus,Hoary-headed Grebe,Aves,9
Todiramphus macleayii,Forest Kingfisher,Aves,9
Polistes chinensis,Asian Paper Wasp,Insecta,9
Meridiastra calcar,Carpet Sea Star,Animalia,9
Zanda latirostris,Carnaby's Black-Cockatoo,Aves,9
Pseudophilautus,Shrub Frogs,Amphibia,9
Pandion haliaetus,Osprey,Aves,9
Danaus affinis,Swamp Tiger Butterfly,Insecta,9
Dipodium roseum,Rosy Hyacinth Orchid,Plantae,9
Hirudinea,Leeches,Animalia,9
Manorina flavigula,Yellow-throated Miner,Aves,9
Isopeda montana,Mountain Huntsman,Arachnida,9
Sceliphron formosum,Vase-cell Mud-dauber Wasp,Insecta,9
Calotropis gigantea,crown flower,Plantae,9
Trametes versicolor,turkey-tail,Fungi,9
Neophoca cinerea,Australian Sea Lion,Mammalia,9
Acanthiza pusilla,Brown Thornbill,Aves,9
Caenoplana coerulea,Blue Garden Flatworm,Animalia,9
Tribonyx mortierii,Tasmanian Native-hen,Aves,9
Tettigoniidea,"Katydids, Weta, and Allies",Insecta,9
Ixora coccinea,Jungle flame,Plantae,9
Calyptorhynchus banksii naso,Red-tailed Black-Cockatoo,Aves,9
Acacia iteaphylla,Flinder's Range Wattle,Plantae,9
Nephilengys malabarensis,Asian Hermit Spider,Arachnida,9
Solanum nigrum,black nightshade,Plantae,9
Eurema hecabe,Common Grass Yellow,Insecta,9
Cerambycidae,Long-horned Beetles,Insecta,9
Phrissogonus laticostata,Apple Looper,Insecta,9
Rubus,brambles,Plantae,9
Tringa nebularia,Common Greenshank,Aves,9
Sphingidae,Sphinx Moths,Insecta,9
Leucania diatrecta,Dark-barred Wainscot,Insecta,9
Notechis scutatus,Tiger Snake,Reptilia,9
Zygentoma,Silverfishes,Insecta,9
Alcides metaurus,North Queensland Day Moth,Insecta,9
Ailuroedus crassirostris,Green Catbird,Aves,9
Rhipidura rufifrons,Rufous Fantail,Aves,9
Varanus salvator salvator,Common Water Monitor,Reptilia,9
Goniaea australasiae,Common Gumleaf Grasshopper,Insecta,9
Ephemeroptera,Mayflies,Insecta,9
Camponotus consobrinus,Banded Sugar Ant,Insecta,9
Heteronychus arator,African Black Beetle,Insecta,9
Ochrogaster lunifer,Bag-shelter Moth,Insecta,9
Chrysididae,Cuckoo Wasps,Insecta,9
Ardeidae,"Herons, Egrets, and Bitterns",Aves,9
Ocyceros gingalensis,Sri Lanka Grey Hornbill,Aves,9
Ocypode,Ghost Crabs,Animalia,9
Coryphistes ruricola,Bark-mimicking Grasshopper,Insecta,9
Underwoodisaurus milii,Thick-tailed Barking Gecko,Reptilia,9
Columba leucomela,White-headed Pigeon,Aves,9
Tipulomorpha,Crane Flies,Insecta,9
Pyrrhocoris apterus,European Firebug,Insecta,9
Tipulidae,Large Crane Flies,Insecta,9
Uresiphita ornithopteralis,Tree Lucerne Moth,Insecta,9
Anchiale austrotessulata,tessellated stick insect,Insecta,9
Periplaneta americana,American Cockroach,Insecta,9
Ptyas mucosa,Oriental Rat Snake,Reptilia,9
Lampropholis delicata,Delicate Garden Skink,Reptilia,9
Mycena,Bonnets,Fungi,9
Omphalotus nidiformis,ghost fungus,Fungi,9
Thynnidae,Thynnid Flower Wasps,Insecta,9
Pteropus alecto,Black Flying Fox,Mammalia,9
Pterophoridae,Plume Moths,Insecta,9
Apis cerana,Asian Honey Bee,Insecta,9
Spodoptera litura,Oriental leafworm moth,Insecta,9
Elanus axillaris,Black-shouldered Kite,Aves,9
Elephantopus scaber,Elephants-foot,Plantae,9
Bougainvillea,bougainvilleas,Plantae,9
Spilostethus hospes,Darth Maul Bug,Insecta,9
Hemiptera,"True Bugs, Hoppers, Aphids, and Allies",Insecta,9
Falco cenchroides,Australian Kestrel,Aves,9
Plegadis falcinellus,Glossy Ibis,Aves,9
Acanthopagrus australis,Yellowfin Bream,Actinopterygii,9
Exocarpos cupressiformis,Cherry Ballart,Plantae,9
Erigeron bonariensis,Flax-leaved Horseweed,Plantae,9
Acalyptratae,Acalyptrate Flies,Insecta,9
Maratus scutulatus,White-banded House Jumping Spider,Arachnida,9
Sidymella,Square-ended Crab Spiders,Arachnida,9
Eurystomus orientalis,Dollarbird,Aves,8
Rodentia,Rodents,Mammalia,8
Aphididae,Aphids,Insecta,8
Eupterotidae,Monkey Moths,Insecta,8
Ptilotula penicillata,White-plumed Honeyeater,Aves,8
Felis catus,Domestic Cat,Mammalia,8
Blattidae,Household Cockroaches,Insecta,8
Hersiliidae,Longspinneret Spiders,Arachnida,8
Pardalotus striatus,Striated Pardalote,Aves,8
Macropus,Kangaroos and Wallabies,Mammalia,8
Lyramorpha rosea,Lychee Stink Bug,Insecta,8
Hemerobiiformia,"Lacewings, Mantidflies, and Allies",Insecta,8
Zosis geniculata,Ninja-star Ceiling Spider,Arachnida,8
Pseudechis porphyriacus,Red-bellied Black Snake,Reptilia,8
Petroica macrocephala macrocephala,South Island Tomtit,Aves,8
Decapoda,Decapods,Animalia,8
Leratiomyces ceres,Chip Cherries,Fungi,8
Numida meleagris,Helmeted Guineafowl,Aves,8
Mycteria leucocephala,Painted Stork,Aves,8
Spoladea recurvalis,Hawaiian Beet Webworm Moth,Insecta,8
Calidris ferruginea,Curlew Sandpiper,Aves,8
Leptocoma zeylonica,Purple-rumped Sunbird,Aves,8
Musca domestica,House Fly,Insecta,8
Vulpes vulpes,Red Fox,Mammalia,8
Neorrhina punctatum,Punctate Flower Chafer,Insecta,8
Adversaeschna brevistyla,Blue-spotted Hawker,Insecta,8
Banksia robur,Swamp Banksia,Plantae,8
Maratus griseus,Jumping Spiders,Arachnida,8
Livistona australis,Australian Fan Palm,Plantae,8
Ricinus communis,castor bean,Plantae,8
Ramaria,Coral Fungi,Fungi,8
Streptopelia senegalensis,Laughing Dove,Aves,8
Acavus phoenix,Giant Land Snail,Mollusca,8
Ardea cinerea,Grey Heron,Aves,8
Spodoptera mauritia,Lawn Armyworm Moth,Insecta,8
Amyema miquelii,Box Mistletoe,Plantae,8
Anser anser domesticus,Domestic Greylag Goose,Aves,8
Pinus,pines,Plantae,8
Holconia westralia,Western Australian Banded Huntsman Spider,Arachnida,8
Austroargiolestes icteromelas,Common Flatwing,Insecta,8
Paguroidea,Hermit Crabs,Animalia,8
Falco longipennis,Australian Hobby,Aves,8
Armadillidiidae,Pill Woodlice,Animalia,8
Luthrodes pandava,Plains Cupid,Insecta,8
Erigeron,Fleabanes and Horseweeds,Plantae,8
Haematopus unicolor,Variable Oystercatcher,Aves,8
Pantomorus cervinus,Fuller's rose weevil,Insecta,8
Portulaca oleracea,Common purslane,Plantae,8
Thunbergia alata,Black-eyed Susan vine,Plantae,8
Amaranthus,amaranths,Plantae,8
Apolinus lividigaster,Yellow-shouldered Ladybird,Insecta,8
Nyssus coloripes,Spotted Ground Swift Spider,Arachnida,8
Calyptratae,Calyptrate Flies,Insecta,8
Delena cancerides,Social Huntsman Spider,Arachnida,8
Oxyura australis,Blue-billed Duck,Aves,8
Vertebrata,Vertebrates,Animalia,8
Theba pisana,White Italian Snail,Mollusca,8
Pachycephala rufiventris,Rufous Whistler,Aves,8
Solanum,nightshades,Plantae,8
Cryptolaemus montrouzieri,Mealybug Destroyer,Insecta,8
Gryllotalpa australis,Australian Mole Cricket,Insecta,8
Coccoidea,Scale Insects,Insecta,8
Cinnyris jugularis,Olive-backed Sunbird,Aves,8
Euploea,Crow Butterflies,Insecta,8
Anthus australis,Australasian Pipit,Aves,8
Axis axis,Chital,Mammalia,8
Cincloramphus timoriensis,Tawny Grassbird,Aves,8
Diamma bicolor,Blue Ant,Insecta,8
Saccostrea glomerata,Sydney Rock Oyster,Mollusca,8
Osbeckia octandra,Eight Stamen Osbeckia,Plantae,8
Rattus,Old World Rats,Mammalia,8
Lucilia,Greenbottle Flies,Insecta,8
Irediparra gallinacea,Comb-crested Jacana,Aves,8
Stachytarpheta,Porterweed,Plantae,8
Urodacus manicatus,black rock scorpion,Arachnida,8
Macropus agilis,Agile Wallaby,Mammalia,8
Acalypha indica,Indian Acalypha,Plantae,8
Stictonetta naevosa,Freckled Duck,Aves,8
Delonix regia,Flamboyant,Plantae,8
Danaus chrysippus,Plain Tiger Butterfly,Insecta,8
Ruellia,ruellias,Plantae,8
Hesperiidae,Skippers,Insecta,8
Torbia viridissima,Gum-leaf Katydid,Insecta,8
Banksia spinulosa,Hairpin Banksia,Plantae,8
Neosparassus,Badge Huntsman Spiders,Arachnida,7
Vulpes vulpes schrencki,Hokkaido Red Fox,Mammalia,7
Liopholis whitii,White's Skink,Reptilia,7
Pelodryadidae,Australasian Tree Frogs,Amphibia,7
Hippotion celerio,Vine Hawkmoth,Insecta,7
Pterohelaeus,blue pie-dish beetles,Insecta,7
Solanum laciniatum,kangaroo-apple,Plantae,7
Sarcophaga,Common Flesh Flies,Insecta,7
Crocodylus johnstoni,Freshwater Crocodile,Reptilia,7
Polypodiopsida,ferns,Plantae,7
Aracana ornata,Ornate Cowfish,Actinopterygii,7
Gymnopilus,rustgills and gyms,Fungi,7
Hypochaeris radicata,Common Cat's-ear,Plantae,7
Pristhesancus plagipennis,Assassin Bugs,Insecta,7
Sphodropoda tristis,Burying Mantis,Insecta,7
Demansia psammophis,Yellow-faced Whipsnake,Reptilia,7
Limacus flavus,Yellow Cellar Slug,Mollusca,7
Ficus,Figs,Plantae,7
Polistes humilis synoecus,Northern Australian Paper Wasp,Insecta,7
Limacodidae,Slug Caterpillar Moths,Insecta,7
Rutelinae,Shining Leaf Chafers,Insecta,7
Accipitriformes,"Hawks, Eagles, Kites, and Allies",Aves,7
Mantidae,Mantids,Insecta,7
Exaireta spinigera,Garden soldier fly,Insecta,7
Conocephalus,Lesser Meadow Katydids,Insecta,7
Vanessa cardui,Painted Lady,Insecta,7
Craspedocephalus trigonocephalus,Sri Lankan Green Pit Viper,Reptilia,7
Ctenotus taeniolatus,Copper-tailed Skink,Reptilia,7
Commelina,dayflowers,Plantae,7
Agarista agricola,Joseph's Coat Moth,Insecta,7
Phaneropterinae,Phaneropterine Katydids,Insecta,7
Rivina humilis,rougeplant,Plantae,7
Passalidae,Bess Beetles,Insecta,7
Myrmecia forficata,Inchman Ant,Insecta,7
Asianopis subrufa,Rufous Net-casting Spider,Arachnida,7
Harmonia axyridis,Asian Lady Beetle,Insecta,7
Tetragnathidae,Long-jawed Orbweavers,Arachnida,7
Trombidiidae,True Velvet Mites,Arachnida,7
Boletaceae,boletes,Fungi,7
Catharanthus roseus,Madagascar Periwinkle,Plantae,7
Cyornis tickelliae,Tickell's Blue Flycatcher,Aves,7
Tiliqua nigrolutea,Blotched Bluetongue,Reptilia,7
Harmonia testudinaria,Tortoise-shelled Ladybird,Insecta,7
Numenius phaeopus,Whimbrel,Aves,7
Intellagama lesueurii lesueurii,Australian Water Dragon,Reptilia,7
Mirabilis jalapa,Marvel of Peru,Plantae,7
Alcedo atthis,Common Kingfisher,Aves,7
Orthotomus sutorius,Common Tailorbird,Aves,7
Semnopithecus priam,Tufted Gray Langur,Mammalia,7
Tirumala hamata,Blue Wanderer,Insecta,7
Melaleuca viminalis,weeping bottlebrush,Plantae,7
Dysdercus sidae,Pale Cotton Stainer,Insecta,7
Dicrurus caerulescens,White-bellied Drongo,Aves,7
Stereum versicolor,False Turkey-tail,Fungi,7
Morelia spilota mcdowelli,Coastal Carpet Python,Reptilia,7
Tiliqua scincoides scincoides,Eastern Blue-tongued Skink,Reptilia,7
Mycalesis terminus,Orange Bushbrown,Insecta,7
Menemerus bivittatus,Gray Wall Jumping Spider,Arachnida,7
Chrysolopus spectabilis,Botany Bay Diamond Weevil,Insecta,7
Eucalyptus camaldulensis,river redgum,Plantae,7
Cygnus olor,Mute Swan,Aves,7
Reptilia,Reptiles,Reptilia,7
Pardalotus punctatus,Spotted Pardalote,Aves,7
Lambertia formosa,Mountain Devil,Plantae,7
Myrmicinae,Myrmicine Ants,Insecta,7
Euthalia aconthea,Common Baron,Insecta,7
Glaucus atlanticus,Sea Swallow,Mollusca,7
Lyriocephalus scutatus,Hump Snout Lizard,Reptilia,7
Ischnura aurora,Aurora Bluetail,Insecta,7
Orchidaceae,orchids,Plantae,7
Apis florea,Red Dwarf-Honey bee,Insecta,7
Chilopoda,Centipedes,Animalia,7
Cydnidae,Burrowing Bugs,Insecta,7
Amaurornis phoenicurus,White-breasted Waterhen,Aves,7
Anas superciliosa × platyrhynchos,Pacific Black Duck × Mallard hybrid,Aves,7
Odonata,Dragonflies and Damselflies,Insecta,7
Canis familiaris,Domestic Dog,Mammalia,7
Uperodon taprobanicus,Sri Lankan Bullfrog,Amphibia,7
Stagonopleura oculata,Red-eared Firetail,Aves,7
Setonix brachyurus,Quokka,Mammalia,7
Canis familiaris dingo,Dingo,Mammalia,7
Leucauge dromedaria,Silver Orb Spider,Arachnida,7
Lamprima aurata,Golden Stag Beetle,Insecta,7
Ardices canescens,Light Ermine Moth,Insecta,7
Zosterops lateralis lateralis,Tasmanian Silvereye,Aves,7
Oenochroma vinaria,Pink-bellied Moth,Insecta,7
Euphlyctis cyanophlyctis,Common skittering frog,Amphibia,7
Thylogale billardierii,Red-bellied Pademelon,Mammalia,7
Papilio clytia,Common Mime Swallowtail,Insecta,7
Phaulacridium crassum,"Grasshoppers, Crickets, and Katydids",Insecta,7
Amata passalis,sandalwood defoliator,Insecta,7
Geochelone elegans,Indian Star Tortoise,Reptilia,7
Pycnonotus luteolus,White-browed Bulbul,Aves,7
Plusiinae,Plusiine Looper Moths,Insecta,7
Leptomyrmex,Spider Ants,Insecta,7
Eristalinus,Lagoon Flies,Insecta,7
Aculeata,"Ants, Bees, and Stinging Wasps",Insecta,7
Columbidae,Pigeons and Doves,Aves,7
Limosa lapponica,Bar-tailed Godwit,Aves,7
Oxalis,woodsorrels,Plantae,7
Phalacrocorax varius varius,New Zealand Pied Shag,Aves,7
Banksia sessilis,Parrot Bush,Plantae,7
Lycaenidae,Gossamer-winged Butterflies,Insecta,7
Gehyra mutilata,Common Four-clawed Gecko,Reptilia,7
Usnea,beard lichens,Fungi,7
Fejervarya limnocharis,Paddy Field Frog,Amphibia,7
Dinopium psarodes,Red-backed Flameback,Aves,7
Hemidesmus indicus,Indian Sarsaparilla,Plantae,7
Orthetrum sabina,Green Marsh Hawk,Insecta,7
Heliocidaris erythrogramma,Western Pacific purple sea urchin,Animalia,7
Platyplectrum ornatum,Ornate Burrowing Frog,Amphibia,7
Triboniophorus graeffei,Red Triangle Slug,Mollusca,7
Merops orientalis,Green Bee-eater,Aves,6
Bathytoshia brevicaudata,Short-tail Stingray,Animalia,6
Homo sapiens,Human,Mammalia,6
Tetractenos glaber,Smooth Toadfish,Actinopterygii,6
Caligavis chrysops,Yellow-faced Honeyeater,Aves,6
Styphelia humifusa,Cranberry Heath,Plantae,6
Hirundinidae,Swallows and Martins,Aves,6
Monarcha melanopsis,Black-faced Monarch,Aves,6
Ictinogomphus australis,Australian Tiger,Insecta,6
Melithreptus albogularis,White-throated Honeyeater,Aves,6
Stratiomyidae,Soldier Flies,Insecta,6
Theretra,Hunter Hawkmoths,Insecta,6
Copsychus fulicatus,Indian Robin,Aves,6
Melanochelys trijuga,Indian Black Turtle,Reptilia,6
Ipomoea,morning-glories,Plantae,6
Ipomoea cairica,Mile-a-minute vine,Plantae,6
Staphylinidae,Rove Beetles,Insecta,6
Threskiornis melanocephalus,Black-headed Ibis,Aves,6
Herpetogramma licarsisalis,Grass Webworm Moth,Insecta,6
Thyreus nitidulus,Neon Cloak-and-dagger Bee,Insecta,6
Spilomelinae,Pearl Moths,Insecta,6
Sphagneticola trilobata,trailing daisy,Plantae,6
Mycalesis,Bushbrowns,Insecta,6
Spatula rhynchotis,Australasian Shoveler,Aves,6
Aythya novaeseelandiae,New Zealand Scaup,Aves,6
Mygalomorphae,Mygalomorphs,Arachnida,6
Spalgis epius,Apefly,Insecta,6
Boreoides subulatus,Australian Wingless Soldier Fly,Insecta,6
Cacatua,White Cockatoos and Corellas,Aves,6
Ctenophorus decresii,Tawny Crevice-dragon,Reptilia,6
Appias albina,Common Albatross,Insecta,6
Sericulus chrysocephalus,Regent Bowerbird,Aves,6
Sericornis magnirostra,Large-billed Scrubwren,Aves,6
Sericornis citreogularis,Yellow-throated Scrubwren,Aves,6
Hedera helix,common ivy,Plantae,6
Avicennia marina,Grey Mangrove,Plantae,6
Semnopithecus vetulus,Purple-faced Langur,Mammalia,6
Harpagophoridae,Spineplate Millipedes,Animalia,6
Harmonia octomaculata,Maculate Ladybird,Insecta,6
Agapanthus,agapanthus,Plantae,6
Cladorhynchus leucocephalus,Banded Stilt,Aves,6
Nebulifera robusta,Robust Velvet Gecko,Reptilia,6
Danainae,Milkweed Butterflies,Insecta,6
Pieridae,"Whites, Yellows, and Sulphurs",Insecta,6
Scarabaeiformia,Scarabaeiform Beetles,Insecta,6
Malurus elegans,Red-winged Fairywren,Aves,6
Bursaria spinosa,Australian Blackthorn,Plantae,6
Austrosalomona falcata,Olive-green Coastal Katydid,Insecta,6
Saproscincus mustelinus,Southern Weasel Skink,Reptilia,6
Apocrita,"Narrow-waisted Wasps, Ants, and Bees",Insecta,6
Drymaplaneta communis,common shining cockroach,Insecta,6
Libellulidae,Skimmers,Insecta,6
Bufonidae,True Toads,Amphibia,6
Agonoscelis rutila,Horehound Bug,Insecta,6
Cortinarius,Webcaps,Fungi,6
Macropus rufogriseus rufogriseus,Bennett's Wallaby,Mammalia,6
Nicodamidae,red-and-black Spiders,Arachnida,6
Austrolestes analis,Slender Ringtail,Insecta,6
Anguilla reinhardtii,Australian Long-finned Eel,Actinopterygii,6
Ardea,Great Herons,Aves,6
Tringa brevipes,Grey-tailed Tattler,Aves,6
Ropalidia marginata,Small Brown Paper Wasps,Insecta,6
Cicadomorpha,"Spittlebugs, Cicadas, Leafhoppers and Treehoppers",Insecta,6
Graphium agamemnon,Tailed Jay,Insecta,6
Kigelia africana,Sausage tree,Plantae,6
Acridoidea,Short-horned Grasshoppers and Locusts,Insecta,6
Dysdercus,Cotton Stainer Bugs,Insecta,6
Turdus merula merula,Western European Blackbird,Aves,6
Turdus philomelos,Song Thrush,Aves,6
Macaca fascicularis,Long-tailed Macaque,Mammalia,6
Dysphania numana,four o'clock moth,Insecta,6
Laccaria,laccarias,Fungi,6
Nygmiini,Nygmiine Tussock Moths,Insecta,6
Eurema,Grass Yellows,Insecta,6
Nymphalidae,Brush-footed Butterflies,Insecta,6
Corymbia ficifolia,Red-flowering gum,Plantae,6
Ratufa macroura,Sri Lankan Giant Squirrel,Mammalia,6
Accipiter fasciatus,Brown Goshawk,Aves,6
Ocybadistes walkeri,Yellow-banded Dart,Insecta,6
Ranoidea gracilenta,Dainty Green Tree Frog,Amphibia,6
Oecophoridae,Concealer Moths,Insecta,6
Gerridae,Water Striders,Insecta,6
Coscinasterias muricata,Eleven-armed Sea Star,Animalia,6
Ectobiidae,Wood Cockroaches,Insecta,6
Geometrinae,Emerald Moths,Insecta,6
Aurelia,Moon Jellies,Animalia,6
Gelechioidea,Curved-horn Moths,Insecta,6
Ptilinopus magnificus,Wompoo Fruit-Dove,Aves,6
Geitoneura klugii,Klug's Xenica,Insecta,6
Geitoneura acantha,Ringed Xenica,Insecta,6
Lychas marmoreus,Little Marbled Scorpion,Arachnida,6
Utetheisa,Rattlepod Moths,Insecta,6
Egretta novaehollandiae novaehollandiae,Common White-faced Heron,Aves,6
Achyra affinitalis,Cotton Web Spinner,Insecta,6
Arecaceae,palms,Plantae,6
Arenaria interpres,Ruddy Turnstone,Aves,6
Opiliones,Harvestmen,Arachnida,6
Larentiinae,Carpet Moths,Insecta,6
Larus dominicanus,Kelp Gull,Aves,6
Psychodinae,Moth Flies,Insecta,6
Braconidae,Braconid Wasps,Insecta,6
Gastrimargus musicus,"Grasshoppers, Crickets, and Katydids",Insecta,6
Anastomus oscitans,Asian Openbill,Aves,6
Pseudophilautus rus,Kandian Shrub Frog,Amphibia,6
Pseudonaja textilis,Eastern Brown Snake,Reptilia,6
Cyatheales,Tree Ferns and Allies,Plantae,6
Gallus lafayettii,Sri Lanka Junglefowl,Aves,6
Carcharhinus melanopterus,Blacktip Reef Shark,Animalia,6
Oriolus sagittatus,Olive-backed Oriole,Aves,6
Pseuderanthemum variabile,Pastel Flower,Plantae,6
Ornithoptera richmondia,Richmond Birdwing,Insecta,6
Gallirallus philippensis,Buff-banded Rail,Aves,6
Actiniaria,Sea Anemones,Animalia,6
Lophoictinia isura,Square-tailed Kite,Aves,6
Verbena bonariensis,purpletop vervain,Plantae,6
Orthorhinus cylindrirostris,Elephant Weevil,Insecta,6
