recorder,recorderid,recorderlogin,identifier,ids,records,identifierid,identifierlogin,totalids
Chris Evers,{61883},{cae1},Kyhl Austin,1,2605,{302562},{kyhlaustin},1881
joycp89,{1112392},{joycp89},Kyle Kittelberger,1,119,{1167123},{hopperdude215},4053
Chris Evers,{61883},{cae1},Liam O'Brien,1,2605,,,457
Sylvia Alexander,{2702468},{sylian},Liam Wolff,1,375,{1548062},{ospr3y},3634
hokoonwong,{201551},{hokoonwong},Liam Wolff,1,1423,{1548062},{ospr3y},3634
Bill Lucas,,,Liam Wolff,1,1070,{1548062},{ospr3y},3634
Bill Schur,{407471},{cwd912nb},Lupoli Roland,1,1567,{1530852},{lupoli_roland},11771
Chris Evers,{61883},{cae1},Lupoli Roland,1,2605,{1530852},{lupoli_roland},11771
Andy Newman,{56498},{anewman},Lupoli Roland,1,582,{1530852},{lupoli_roland},11771
Nicholas Soucy,{2040828},{nsouc},Lupoli Roland,1,1270,{1530852},{lupoli_roland},11771
Nicholas Soucy,{2040828},{nsouc},MaLisa Spring,1,1270,{242224},{malisaspring},3370
Joseph Salmieri Jr.,{1054256},{josephthebirder},MaLisa Spring,1,2953,{242224},{malisaspring},3370
Andy Newman,{56498},{anewman},Matthew O'Donnell,1,582,{30601},{calopteryx},341
geoffbishop,{2017132},{geoffbishop},Matthew Pintar,1,80,{1439513},{mpintar},5234
Andy Newman,{56498},{anewman},Matthew Pintar,1,582,{1439513},{mpintar},5234
Cecil Smith,,,Matthew Pintar,1,650,{1439513},{mpintar},5234
Linda Rogan EntSocVic,,,Matthew Pintar,1,943,{1439513},{mpintar},5234
Griff,{39837},{griffith},Matthew Pintar,1,336,{1439513},{mpintar},5234
John Garrett,{356115},{johngarrett},Matthew Pintar,1,1212,{1439513},{mpintar},5234
geoffbishop,{2017132},{geoffbishop},Matthias Buck,1,80,{1040988},{matthias22},7190
John Garrett,{356115},{johngarrett},Matthias Buck,1,1212,{1040988},{matthias22},7190
Sidnei Dantas,{1801165},{siddantas},Matthias Buck,1,887,{1040988},{matthias22},7190
Zachary Chapman,,,Matthias Buck,1,2404,{1040988},{matthias22},7190
Ken,,,miatlik,1,7985,,,1073
J. Fernando Pío León,{167064},{pioleon},miatlik,1,560,,,1073
Griff,{39837},{griffith},Michael Pirrello,1,336,{1276353},{michaelpirrello},2142
Zachary Chapman,,,Michael Pirrello,1,2404,{1276353},{michaelpirrello},2142
Nicholas Soucy,{2040828},{nsouc},Michael Pirrello,1,1270,{1276353},{michaelpirrello},2142
Katja Schulz,{3785},{treegrow},Michael Pirrello,1,1785,{1276353},{michaelpirrello},2142
Roger Rittmaster,{27795},{rogerritt},miguelaporta,1,557,{1488351},{miguelaporta},289
Annika Lindqvist,{24973},{annikaml},Mike Farley,1,7397,{131068},{mikef451},2296
J. Fernando Pío León,{167064},{pioleon},Nathan Taylor,1,560,{43815},{nathantaylor},5515
Zachary Chapman,,,Nathan Taylor,1,2404,{43815},{nathantaylor},5515
Nicholas Soucy,{2040828},{nsouc},Nathan Taylor,1,1270,{43815},{nathantaylor},5515
John Garrett,{356115},{johngarrett},Nathan Taylor,1,1212,{43815},{nathantaylor},5515
Griff,{39837},{griffith},naturecandids,1,336,,,677
walkingstick2,{448026},{walkingstick2},Nick Block,1,2408,{39752},{nlblock},7971
Joseph Salmieri Jr.,{1054256},{josephthebirder},Nick Block,1,2953,{39752},{nlblock},7971
Nicholas Soucy,{2040828},{nsouc},Nick Block,1,1270,{39752},{nlblock},7971
cintiacalot,{2292727},{cintiacalot},Nick Block,1,50,{39752},{nlblock},7971
Griff,{39837},{griffith},Nick Block,1,336,{39752},{nlblock},7971
Cecil Smith,,,Nick Block,1,650,{39752},{nlblock},7971
John Garrett,{356115},{johngarrett},Nick Block,1,1212,{39752},{nlblock},7971
Roger Rittmaster,{27795},{rogerritt},Patrick Alexander,1,557,{620642},{aspidoscelis},1717
Bill Lucas,,,Patrick O'Grady,1,1070,{212655},{ogrady},44
Nicholas Soucy,{2040828},{nsouc},Paul Masonick,1,1270,{117486},{pmasonick},491
Cecil Smith,,,paul_dennehy,1,650,{842874},{paul_dennehy},1057
chipperatl,{524586},{chipperatl},paul_dennehy,1,366,{842874},{paul_dennehy},1057
Chris Evers,{61883},{cae1},Peter Vahlberg,1,2605,{170354},{pdvmushroom},719
Annika Lindqvist,{24973},{annikaml},Robby Deans,1,7397,{18780},{hydaticus},1794
estehr,{2721932},{estehr},roomthily,1,252,{442615},{roomthily},11811
Ken,,,roomthily,1,7985,{442615},{roomthily},11811
Andy Newman,{56498},{anewman},rstlaurent,1,582,{17623},{rstlaurent},1518
Katja Schulz,{3785},{treegrow},rstlaurent,1,1785,{17623},{rstlaurent},1518
Zachary Chapman,,,rstlaurent,1,2404,{17623},{rstlaurent},1518
John Garrett,{356115},{johngarrett},rstlaurent,1,1212,{17623},{rstlaurent},1518
cintiacalot,{2292727},{cintiacalot},rstlaurent,1,50,{17623},{rstlaurent},1518
estehr,{2721932},{estehr},Sean Ono,1,252,{217955},{phelsumas4life},4004
J. Fernando Pío León,{167064},{pioleon},Sean Ono,1,560,{217955},{phelsumas4life},4004
Annika Lindqvist,{24973},{annikaml},Susan J. Hewitt,1,7397,{50920},{susanhewitt},21010
Cecil Smith,,,Susan J. Hewitt,1,650,{50920},{susanhewitt},21010
Chris Evers,{61883},{cae1},Susan J. Hewitt,1,2605,{50920},{susanhewitt},21010
Roger Rittmaster,{27795},{rogerritt},Susan J. Hewitt,1,557,{50920},{susanhewitt},21010
Bill Lucas,,,Thomas Everest,1,1070,{1772002},{thomaseverest},5431
estehr,{2721932},{estehr},Thomas Everest,1,252,{1772002},{thomaseverest},5431
walkingstick2,{448026},{walkingstick2},Thomas Koffel,1,2408,{320666},{tkoffel},6900
Katja Schulz,{3785},{treegrow},Timothy Frey,1,1785,{1878779},{calconey},3583
Ken,,,Timothy Frey,1,7985,{1878779},{calconey},3583
Sylvia Alexander,{2702468},{sylian},tjeales,1,375,{1274785},{tjeales},999
Annika Lindqvist,{24973},{annikaml},Trina Roberts,1,7397,{1163777},{trinaroberts},4651
Joseph Salmieri Jr.,{1054256},{josephthebirder},Trina Roberts,1,2953,{1163777},{trinaroberts},4651
Ken,,,Trina Roberts,1,7985,{1163777},{trinaroberts},4651
Chris Evers,{61883},{cae1},Ulises Guzmán,1,2605,{29935},{ug56bdi},9468
Andy Newman,{56498},{anewman},Ulises Guzmán,1,582,{29935},{ug56bdi},9468
Katja Schulz,{3785},{treegrow},Victor Engel,1,1785,{304494},{victorengel},2499
Chris Evers,{61883},{cae1},Victor W Fazio III,1,2605,{13444},{vicfazio3},8298
Roger Rittmaster,{27795},{rogerritt},Vilmer Herrera,1,557,{637628},{lacrespa},134
martinobando,{2694633},{martinobando},Vilmer Herrera,1,50,{637628},{lacrespa},134
Zachary Chapman,,,walkingstick2,1,2404,{448026},{walkingstick2},1994
Andrew Blayney,{133804},{andrewblayney},WonGun Kim,1,1096,,,5063
Sidnei Dantas,{1801165},{siddantas},WonGun Kim,1,887,,,5063
martinobando,{2694633},{martinobando},WonGun Kim,1,50,,,5063
Sylvia Alexander,{2702468},{sylian},WonGun Kim,1,375,,,5063
Bill Lucas,,,Yann Kemper,1,1070,{517807},{kemper},1562
Maleen Mund,{1424971},{mmund},Adam Kranz,1,4416,{1673632},{megachile},8395
mooseandsquirrel,{2380625},{mooseandsquirrel},Adam Kranz,1,2509,{1673632},{megachile},8395
Logan Crees,{1148121},{logancrees},Adam Kranz,1,1667,{1673632},{megachile},8395
Seth G. Breeding,{1029832},{sgbreeding},Adam Kranz,1,340,{1673632},{megachile},8395
Dylan Winkler,{213832},{dylapodiformes},Adam Kranz,1,802,{1673632},{megachile},8395
Maleen Mund,{1424971},{mmund},Alex Harman,1,4416,{579740},{alex_cicindela_guy},4483
James Kindt,{1809393},{jtkindt},Alex Harman,1,527,{579740},{alex_cicindela_guy},4483
chiri-cottage,{285992},{chiri-cottage},Alex Harman,1,44,{579740},{alex_cicindela_guy},4483
Rob Curtis,,,Alex Harman,1,1771,{579740},{alex_cicindela_guy},4483
Caleb Scholtens,{472970},{upupa-epops},Andrew Cannizzaro,1,1006,{49094},{cannizag},209
Eric Running,{300689},{ewrunn1ng},Andrew Meeds,1,3126,{917390},{ameeds},3050
Robby Deans,{18780},{hydaticus},Andrew Meeds,1,2174,{917390},{ameeds},3050
María Isabel Ignacio Sánchez,{403167},{isaignacio},Andrew Meeds,1,175,{917390},{ameeds},3050
Dylan Winkler,{213832},{dylapodiformes},Andrew Meeds,1,802,{917390},{ameeds},3050
amoorehouse,{393272},{amoorehouse},Andrew Meeds,1,1305,{917390},{ameeds},3050
James Kindt,{1809393},{jtkindt},Andrew Meeds,1,527,{917390},{ameeds},3050
Dylan Winkler,{213832},{dylapodiformes},andyjones1,1,802,{1694403},{andyjones1},8144
Jaimie Kenney,{1159947},{jaimiek13},andyjones1,1,118,{1694403},{andyjones1},8144
Sara Rubin,{501584},{sararubin},andyjones1,1,35,{1694403},{andyjones1},8144
Matthew O'Donnell,{30601},{calopteryx},Anton Gjeldum,1,449,{1008197},{antonjo},705
Carlos Otávio Gussoni,{1205623},{gussoni},Augusto Rosa,1,966,{1437522},{augustorosa},228
chiri-cottage,{285992},{chiri-cottage},Brandon Woo,1,44,,,5259
Alex Harman,{579740},{alex_cicindela_guy},Brandon Woo,1,1789,,,5259
Mickaël Villemagne,{2419755},{mickvil},Brenna Farrell,1,1913,{521996},{brennafarrell},5075
hdmiller,{601242},{hdmiller},Brenna Farrell,1,578,{521996},{brennafarrell},5075
hdmiller,{601242},{hdmiller},bruno_meriguet,1,578,{2421934},{bruno_meriguet},220
Chen Shu,{1646783},{chenshu},bruno_meriguet,1,3854,{2421934},{bruno_meriguet},220
BJ Stacey,{10285},{finatic},bruno_meriguet,1,9877,{2421934},{bruno_meriguet},220
Joe MDO,{349183},{joemdo},C. Mallory,1,7547,{275891},{psyllidhipster},578
Sara Rubin,{501584},{sararubin},C. Mallory,1,35,{275891},{psyllidhipster},578
Logan Crees,{1148121},{logancrees},C. Mallory,1,1667,{275891},{psyllidhipster},578
s4space-magneticisland,{2442636},{s4space-magneticisland},C. Mallory,1,1,{275891},{psyllidhipster},578
Matthew O'Donnell,{30601},{calopteryx},C. Mallory,1,449,{275891},{psyllidhipster},578
Jaimie Kenney,{1159947},{jaimiek13},C. Mallory,1,118,{275891},{psyllidhipster},578
corunastylis,{956613},{corunastylis},C. Mallory,1,279,{275891},{psyllidhipster},578
ajavigecko,{420234},{ajavigecko},C. Mallory,1,1,{275891},{psyllidhipster},578
Robby Deans,{18780},{hydaticus},C. Mallory,1,2174,{275891},{psyllidhipster},578
laurendecoff,{3077375},{laurendecoff},C. Mallory,1,1,{275891},{psyllidhipster},578
bluerainbowcat,{2873160},{bluerainbowcat},C. Mallory,1,155,{275891},{psyllidhipster},578
Alex Harman,{579740},{alex_cicindela_guy},C. Mallory,1,1789,{275891},{psyllidhipster},578
Mickaël Villemagne,{2419755},{mickvil},C. Mallory,1,1913,{275891},{psyllidhipster},578
Alexis Commiskey,{1169244},{alexis512},C. Mallory,1,24,{275891},{psyllidhipster},578
Jorge A. Pérez Torres,{270397},{panecillo},C. Mallory,1,865,{275891},{psyllidhipster},578
José Audel López Medina,,,C. Mallory,1,74,{275891},{psyllidhipster},578
amoorehouse,{393272},{amoorehouse},C. Mallory,1,1305,{275891},{psyllidhipster},578
aristotelismarkou,{1571277},{aristotelismarkou},C. Mallory,1,2,{275891},{psyllidhipster},578
delmer jonathan,{18727},{delmer},C. Mallory,1,2056,{275891},{psyllidhipster},578
Anna,,,C. Mallory,1,920,{275891},{psyllidhipster},578
mooseandsquirrel,{2380625},{mooseandsquirrel},C. Mallory,1,2509,{275891},{psyllidhipster},578
Noah Frade,{277896},{noaboa},C. Mallory,1,3563,{275891},{psyllidhipster},578
Maleen Mund,{1424971},{mmund},C. Mallory,1,4416,{275891},{psyllidhipster},578
Eric Running,{300689},{ewrunn1ng},C. Mallory,1,3126,{275891},{psyllidhipster},578
sirindu,{662484},{sirindu},C. Mallory,1,39,{275891},{psyllidhipster},578
hdmiller,{601242},{hdmiller},C. Mallory,1,578,{275891},{psyllidhipster},578
Huang Wen,,,C. Mallory,1,117,{275891},{psyllidhipster},578
chiri-cottage,{285992},{chiri-cottage},C. Mallory,1,44,{275891},{psyllidhipster},578
Carlos Otávio Gussoni,{1205623},{gussoni},C. Mallory,1,966,{275891},{psyllidhipster},578
Gustavo Fernando Brahamian,{2454794},{avutardafuriosa},C. Mallory,1,258,{275891},{psyllidhipster},578
María Isabel Ignacio Sánchez,{403167},{isaignacio},C. Mallory,1,175,{275891},{psyllidhipster},578
Marina Gorbunova,,,C. Mallory,1,13760,{275891},{psyllidhipster},578
Seth G. Breeding,{1029832},{sgbreeding},C. Mallory,1,340,{275891},{psyllidhipster},578
Seth Ames,{38900},{fightingextinction},C. Mallory,1,58,{275891},{psyllidhipster},578
James Kindt,{1809393},{jtkindt},Chris Cohen,1,527,,,2690
chiri-cottage,{285992},{chiri-cottage},Chris Cohen,1,44,,,2690
Seth G. Breeding,{1029832},{sgbreeding},Chris Cohen,1,340,,,2690
Joe MDO,{349183},{joemdo},Chris Cohen,1,7547,,,2690
Robby Deans,{18780},{hydaticus},Chris Cohen,1,2174,,,2690
Caleb Scholtens,{472970},{upupa-epops},Chris Cohen,1,1006,,,2690
Anna,,,Chris Cohen,1,920,,,2690
Noah Frade,{277896},{noaboa},Chris Cohen,1,3563,,,2690
Eric Running,{300689},{ewrunn1ng},Chris Cohen,1,3126,,,2690
amoorehouse,{393272},{amoorehouse},Chuck Sexton,1,1305,{27047},{gcwarbler},5038
Alex Harman,{579740},{alex_cicindela_guy},Chuck Sexton,1,1789,{27047},{gcwarbler},5038
Maleen Mund,{1424971},{mmund},Claude Nozères,1,4416,{561},{clauden},1586
Anna,,,Claude Nozères,1,920,{561},{clauden},1586
BJ Stacey,{10285},{finatic},Damon Tighe,1,9877,{3494},{damontighe},3411
Huang Wen,,,David,1,117,,,11795
Caleb Scholtens,{472970},{upupa-epops},David,1,1006,,,11795
James Kindt,{1809393},{jtkindt},David,1,527,,,11795
Anna,,,David,1,920,,,11795
Noah Frade,{277896},{noaboa},David,1,3563,,,11795
Matthew O'Donnell,{30601},{calopteryx},David,1,449,,,11795
Logan Crees,{1148121},{logancrees},David,1,1667,,,11795
Joe MDO,{349183},{joemdo},Dean,1,7547,,,1608
Noah Frade,{277896},{noaboa},Dean,1,3563,,,1608
Alex Harman,{579740},{alex_cicindela_guy},Dean,1,1789,,,1608
Dylan Winkler,{213832},{dylapodiformes},Dean,1,802,,,1608
Teale Britstra,{1520265},{teale_britstra},Dean,1,415,,,1608
James Kindt,{1809393},{jtkindt},Dean,1,527,,,1608
Robby Deans,{18780},{hydaticus},Dylan Winkler,1,2174,{213832},{dylapodiformes},337
Anna,,,Eric Running,1,920,{300689},{ewrunn1ng},3026
Robby Deans,{18780},{hydaticus},estehr,1,2174,{2721932},{estehr},1960
Anna,,,estehr,1,920,{2721932},{estehr},1960
Marina Gorbunova,,,Even Dankowicz,1,13760,{165078},{edanko},9216
Jim Johnson,{24521},{jimjohnson},Even Dankowicz,1,935,{165078},{edanko},9216
Caleb Scholtens,{472970},{upupa-epops},Fabien Piednoir,1,1006,,,2737
Marina Gorbunova,,,Fabien Piednoir,1,13760,,,2737
María Isabel Ignacio Sánchez,{403167},{isaignacio},Fabien Piednoir,1,175,,,2737
Joe MDO,{349183},{joemdo},Fabien Piednoir,1,7547,,,2737
Dylan Winkler,{213832},{dylapodiformes},Fabien Piednoir,1,802,,,2737
Noah Frade,{277896},{noaboa},Gabe King,1,3563,{2249019},{elytrid},2842
Joe MDO,{349183},{joemdo},Gabe King,1,7547,{2249019},{elytrid},2842
Carlos Otávio Gussoni,{1205623},{gussoni},Gabe King,1,966,{2249019},{elytrid},2842
Dylan Winkler,{213832},{dylapodiformes},Gabe King,1,802,{2249019},{elytrid},2842
Caleb Scholtens,{472970},{upupa-epops},Gabe King,1,1006,{2249019},{elytrid},2842
mooseandsquirrel,{2380625},{mooseandsquirrel},Gabe King,1,2509,{2249019},{elytrid},2842
Alex Harman,{579740},{alex_cicindela_guy},gernotkunz,1,1789,{827504},{gernotkunz},5583
Alex Harman,{579740},{alex_cicindela_guy},Gordon C. Snelling,1,1789,{155080},{gcsnelling},599
Dylan Winkler,{213832},{dylapodiformes},Gordon C. Snelling,1,802,{155080},{gcsnelling},599
Robby Deans,{18780},{hydaticus},harvestman-man,1,2174,{2262440},{harvestman-man},1829
Matthew O'Donnell,{30601},{calopteryx},Hubert Szczygieł,1,449,{1031873},{hubertszcz},1951
José Audel López Medina,,,J. Fernando Pío León,1,74,{167064},{pioleon},2939
María Isabel Ignacio Sánchez,{403167},{isaignacio},J. Fernando Pío León,1,175,{167064},{pioleon},2939
BJ Stacey,{10285},{finatic},Jack Holloway,1,9877,,,323
Jim Johnson,{24521},{jimjohnson},James Bailey,1,935,{6971},{silversea_starsong},4319
Jaimie Kenney,{1159947},{jaimiek13},James Bailey,1,118,{6971},{silversea_starsong},4319
Logan Crees,{1148121},{logancrees},James Bailey,1,1667,{6971},{silversea_starsong},4319
Caleb Scholtens,{472970},{upupa-epops},Jared Shorma,1,1006,{491170},{blazeclaw},3374
mooseandsquirrel,{2380625},{mooseandsquirrel},Jesse Rorabaugh,1,2509,{52839},{glmory},734
BJ Stacey,{10285},{finatic},Jesse Rorabaugh,1,9877,{52839},{glmory},734
Alex Harman,{579740},{alex_cicindela_guy},Jim Johnson,1,1789,{24521},{jimjohnson},2774
Robby Deans,{18780},{hydaticus},Jim Johnson,1,2174,{24521},{jimjohnson},2774
Maleen Mund,{1424971},{mmund},Jim Johnson,1,4416,{24521},{jimjohnson},2774
Teale Britstra,{1520265},{teale_britstra},Jiri Hodecek,1,415,{2781414},{jiri_hodecek},1738
Carlos Otávio Gussoni,{1205623},{gussoni},Jiri Hodecek,1,966,{2781414},{jiri_hodecek},1738
Noah Frade,{277896},{noaboa},Joel DuBois,1,3563,{456853},{tuftedparidae},1007
amoorehouse,{393272},{amoorehouse},Joel DuBois,1,1305,{456853},{tuftedparidae},1007
Eric Running,{300689},{ewrunn1ng},John Ascher,1,3126,{419371},{johnascher},26538
sirindu,{662484},{sirindu},John Ascher,1,39,{419371},{johnascher},26538
Nick Block,{39752},{nlblock},John Ascher,1,402,{419371},{johnascher},26538
Mickaël Villemagne,{2419755},{mickvil},John Ascher,1,1913,{419371},{johnascher},26538
Anna,,,John Ascher,1,920,{419371},{johnascher},26538
Caleb Scholtens,{472970},{upupa-epops},John Ascher,1,1006,{419371},{johnascher},26538
chiri-cottage,{285992},{chiri-cottage},John Ascher,1,44,{419371},{johnascher},26538
mooseandsquirrel,{2380625},{mooseandsquirrel},John Garrett,1,2509,{356115},{johngarrett},1146
BJ Stacey,{10285},{finatic},John Garrett,1,9877,{356115},{johngarrett},1146
Logan Crees,{1148121},{logancrees},Jonathan Hoskins,1,1667,,,2652
Teale Britstra,{1520265},{teale_britstra},Jonathan Hoskins,1,415,,,2652
chiri-cottage,{285992},{chiri-cottage},Jonathan Hoskins,1,44,,,2652
delmer jonathan,{18727},{delmer},Jonathan Hoskins,1,2056,,,2652
José Audel López Medina,,,Jonathan Hoskins,1,74,,,2652
Dylan Winkler,{213832},{dylapodiformes},Jonathan Hoskins,1,802,,,2652
Caleb Scholtens,{472970},{upupa-epops},Jonathan Hoskins,1,1006,,,2652
Marina Gorbunova,,,Jonathan Hoskins,1,13760,,,2652
Noah Frade,{277896},{noaboa},Joshua Doby,1,3563,{226045},{joshuadoby},2008
Logan Crees,{1148121},{logancrees},Joshua Ekrut,1,1667,,,3650
mooseandsquirrel,{2380625},{mooseandsquirrel},Joshua Smith,1,2509,,,484
BJ Stacey,{10285},{finatic},joycp89,1,9877,{1112392},{joycp89},133
Robby Deans,{18780},{hydaticus},Jurek Radwański,1,2174,,,398
Eric Running,{300689},{ewrunn1ng},K Schneider,1,3126,{16131},{kschnei},914
Anna,,,K Schneider,1,920,{16131},{kschnei},914
BJ Stacey,{10285},{finatic},K Schneider,1,9877,{16131},{kschnei},914
Matthew O'Donnell,{30601},{calopteryx},Katja Schulz,1,449,{3785},{treegrow},2095
Alex Harman,{579740},{alex_cicindela_guy},Katja Schulz,1,1789,{3785},{treegrow},2095
delmer jonathan,{18727},{delmer},Katja Schulz,1,2056,{3785},{treegrow},2095
James Kindt,{1809393},{jtkindt},Katja Schulz,1,527,{3785},{treegrow},2095
Robby Deans,{18780},{hydaticus},Katja Schulz,1,2174,{3785},{treegrow},2095
Joe MDO,{349183},{joemdo},Katja Schulz,1,7547,{3785},{treegrow},2095
mooseandsquirrel,{2380625},{mooseandsquirrel},Kris Anderson,1,2509,,,1207
Noah Frade,{277896},{noaboa},Kris Anderson,1,3563,,,1207
James Kindt,{1809393},{jtkindt},Kris Anderson,1,527,,,1207
Alex Harman,{579740},{alex_cicindela_guy},Kyhl Austin,1,1789,{302562},{kyhlaustin},1881
María Isabel Ignacio Sánchez,{403167},{isaignacio},Kyle Kittelberger,1,175,{1167123},{hopperdude215},4053
Eric Running,{300689},{ewrunn1ng},Kyle Kittelberger,1,3126,{1167123},{hopperdude215},4053
Dylan Winkler,{213832},{dylapodiformes},Kyle Kittelberger,1,802,{1167123},{hopperdude215},4053
Sara Rubin,{501584},{sararubin},Kyle Kittelberger,1,35,{1167123},{hopperdude215},4053
Rob Curtis,,,Liam O'Brien,1,1771,,,457
BJ Stacey,{10285},{finatic},Liam O'Brien,1,9877,,,457
Seth G. Breeding,{1029832},{sgbreeding},Liam Wolff,1,340,{1548062},{ospr3y},3634
delmer jonathan,{18727},{delmer},Liam Wolff,1,2056,{1548062},{ospr3y},3634
Teale Britstra,{1520265},{teale_britstra},Liam Wolff,1,415,{1548062},{ospr3y},3634
James Kindt,{1809393},{jtkindt},Liam Wolff,1,527,{1548062},{ospr3y},3634
Eric Running,{300689},{ewrunn1ng},Liam Wolff,1,3126,{1548062},{ospr3y},3634
Carlos Otávio Gussoni,{1205623},{gussoni},Logan Crees,1,966,{1148121},{logancrees},1617
amoorehouse,{393272},{amoorehouse},Lupoli Roland,1,1305,{1530852},{lupoli_roland},11771
Robby Deans,{18780},{hydaticus},Lupoli Roland,1,2174,{1530852},{lupoli_roland},11771
Eric Running,{300689},{ewrunn1ng},Lupoli Roland,1,3126,{1530852},{lupoli_roland},11771
Joe MDO,{349183},{joemdo},Lupoli Roland,1,7547,{1530852},{lupoli_roland},11771
Anna,,,Lupoli Roland,1,920,{1530852},{lupoli_roland},11771
Chen Shu,{1646783},{chenshu},Marina Gorbunova,1,3854,,,12847
amoorehouse,{393272},{amoorehouse},Martínez Pérez Christian Saul,1,1305,{2295303},{christian210998},193
James Kindt,{1809393},{jtkindt},Matthew Pintar,1,527,{1439513},{mpintar},5234
Anna,,,Matthew Pintar,1,920,{1439513},{mpintar},5234
Alex Harman,{579740},{alex_cicindela_guy},Matthew Pintar,1,1789,{1439513},{mpintar},5234
Alex Harman,{579740},{alex_cicindela_guy},Matthias Buck,1,1789,{1040988},{matthias22},7190
Dylan Winkler,{213832},{dylapodiformes},Matthias Buck,1,802,{1040988},{matthias22},7190
Eric Running,{300689},{ewrunn1ng},Matthias Buck,1,3126,{1040988},{matthias22},7190
Rob Curtis,,,Matthias Buck,1,1771,{1040988},{matthias22},7190
José Audel López Medina,,,miatlik,1,74,,,1073
Logan Crees,{1148121},{logancrees},miatlik,1,1667,,,1073
Jim Johnson,{24521},{jimjohnson},miatlik,1,935,,,1073
BJ Stacey,{10285},{finatic},miatlik,1,9877,,,1073
chiri-cottage,{285992},{chiri-cottage},miatlik,1,44,,,1073
sirindu,{662484},{sirindu},Michael Pirrello,1,39,{1276353},{michaelpirrello},2142
Robby Deans,{18780},{hydaticus},Michael Pirrello,1,2174,{1276353},{michaelpirrello},2142
Noah Frade,{277896},{noaboa},Michael Pirrello,1,3563,{1276353},{michaelpirrello},2142
amoorehouse,{393272},{amoorehouse},Michael Pirrello,1,1305,{1276353},{michaelpirrello},2142
Matthew O'Donnell,{30601},{calopteryx},Michael Pirrello,1,449,{1276353},{michaelpirrello},2142
María Isabel Ignacio Sánchez,{403167},{isaignacio},Michael Pirrello,1,175,{1276353},{michaelpirrello},2142
Sara Rubin,{501584},{sararubin},mooseandsquirrel,1,35,{2380625},{mooseandsquirrel},3279
delmer jonathan,{18727},{delmer},Nathan Taylor,1,2056,{43815},{nathantaylor},5515
Alex Harman,{579740},{alex_cicindela_guy},Nathan Taylor,1,1789,{43815},{nathantaylor},5515
Seth G. Breeding,{1029832},{sgbreeding},Nathan Taylor,1,340,{43815},{nathantaylor},5515
Carlos Otávio Gussoni,{1205623},{gussoni},Nathan Taylor,1,966,{43815},{nathantaylor},5515
Matthew O'Donnell,{30601},{calopteryx},Nick Block,1,449,{39752},{nlblock},7971
Seth G. Breeding,{1029832},{sgbreeding},Nick Block,1,340,{39752},{nlblock},7971
James Kindt,{1809393},{jtkindt},Nick Block,1,527,{39752},{nlblock},7971
sirindu,{662484},{sirindu},Nick Block,1,39,{39752},{nlblock},7971
Gustavo Fernando Brahamian,{2454794},{avutardafuriosa},Nick Block,1,258,{39752},{nlblock},7971
hdmiller,{601242},{hdmiller},Noah Frade,1,578,{277896},{noaboa},2931
James Kindt,{1809393},{jtkindt},Paul Masonick,1,527,{117486},{pmasonick},491
BJ Stacey,{10285},{finatic},paul_dennehy,1,9877,{842874},{paul_dennehy},1057
Joe MDO,{349183},{joemdo},paul_dennehy,1,7547,{842874},{paul_dennehy},1057
Matthew O'Donnell,{30601},{calopteryx},paul_dennehy,1,449,{842874},{paul_dennehy},1057
Lyn Craggs,{2705427},{dlync},Pete Woodall,1,189,{108966},{nyoni-pete},3716
BJ Stacey,{10285},{finatic},Peter Vahlberg,1,9877,{170354},{pdvmushroom},719
Eric Running,{300689},{ewrunn1ng},Phil Liff-Grieff,1,3126,,,1160
Anna,,,Phil Liff-Grieff,1,920,,,1160
mooseandsquirrel,{2380625},{mooseandsquirrel},Phil Liff-Grieff,1,2509,,,1160
Joe MDO,{349183},{joemdo},Phil Liff-Grieff,1,7547,,,1160
Matthew O'Donnell,{30601},{calopteryx},Phil Liff-Grieff,1,449,,,1160
hdmiller,{601242},{hdmiller},roomthily,1,578,{442615},{roomthily},11811
Seth G. Breeding,{1029832},{sgbreeding},roomthily,1,340,{442615},{roomthily},11811
bluerainbowcat,{2873160},{bluerainbowcat},roomthily,1,155,{442615},{roomthily},11811
BJ Stacey,{10285},{finatic},roomthily,1,9877,{442615},{roomthily},11811
delmer jonathan,{18727},{delmer},roomthily,1,2056,{442615},{roomthily},11811
María Isabel Ignacio Sánchez,{403167},{isaignacio},roomthily,1,175,{442615},{roomthily},11811
Joe MDO,{349183},{joemdo},roomthily,1,7547,{442615},{roomthily},11811
Joe MDO,{349183},{joemdo},rstlaurent,1,7547,{17623},{rstlaurent},1518
Robby Deans,{18780},{hydaticus},rstlaurent,1,2174,{17623},{rstlaurent},1518
Logan Crees,{1148121},{logancrees},rstlaurent,1,1667,{17623},{rstlaurent},1518
Alex Harman,{579740},{alex_cicindela_guy},rstlaurent,1,1789,{17623},{rstlaurent},1518
chiri-cottage,{285992},{chiri-cottage},rstlaurent,1,44,{17623},{rstlaurent},1518
Mickaël Villemagne,{2419755},{mickvil},rstlaurent,1,1913,{17623},{rstlaurent},1518
hdmiller,{601242},{hdmiller},Rudyard,1,578,{13370},{rudyard},633
BJ Stacey,{10285},{finatic},Rudyard,1,9877,{13370},{rudyard},633
Jaimie Kenney,{1159947},{jaimiek13},Ryan O'Dell,1,118,{2509089},{reodell},1794
